Project,Sample CiASOM/SLF ID,Sample MOSAiC ID/ Workplace Code,PS Operation Device/Lable on Bottle,Leg,Week,Location,Ice Type,Lat,Lon,Media Type,Date,Time,Week_MOSAiC,Air_Temp,In Core Temp (°C),Sample Depth (cm),Depth_From,Depth_To,Mean_Depth,Layer,Temperature_water,Salinity,d18O,dD,d_excess,Daily_Hl,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11647,,PS122-4_44-157,4,44,RS5-A1,,82.00,9.70,Snow,23/06/20,12:00,39,-0.9,,,3,1,2,Top,15.9,,-27.45,-209.2,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11649,,PS122-4_44-215,4,44,Met-City-Ridge,,81.97,9.91,Snow,27/06/20,8:19,39,0.0,,,36,33,34.5,Top,15.3,,-31.32,-242.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,426,PS122_0426,PS122-4_44-215,4,44,Met-City-Ridge,,81.97,9.91,Snow,27/06/20,,39,,,,32,29,30.5,,,,-24.80,-192,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,429,PS122_0429,PS122-4_44-216,4,44,Met-City-Ridge,,81.87,9.47,Snow,28/06/20,,39,,,,40,37,38.5,,,,-28.40,-223,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,450,PS122dO18_0450,PS122-4_45-8,4,45,radiation-stn,,81.83,9.16,Snow,29/06/20,,40,,,,10,6,8,,,,-5.40,-47.4,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,432,PS122_0432,PS122-4_45-16,4,45,SYI-behindAlisRidge,,81.80,8.98,Snow,30/06/20,,40,,,,11,8,9.5,,,,-11.40,-92.8,-1.6,1.454453982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,435,PS122_0435,PS122-4_45-18,4,45,RS5-A1,,81.79,8.96,Snow,30/06/20,,40,,,,47,44,45.5,,,,-20.60,-158.3,6.5,1.454453982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,473,PS122_0473,PS122-4_45-18,4,45,RS5-A1,,81.79,8.96,Snow,30/06/20,,40,,,,10.5,8,9.25,,,,-14.30,-149.7,-35.3,1.454453982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,453,PS122_0453,PS122-4_45-87,4,45,Jaridge,,81.68,7.75,Snow,03/07/20,,40,,,,69,66,67.5,,,,-24.10,-187.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,483,PS122dO18_0483,PS122-4_45-132,4,45,optics-stern,,81.69,6.22,Snow,05/07/20,,40,,,,13,9.5,11.25,,,,-9.20,-114.8,-41.2,0.744363965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,460,PS122_0460,PS122-4_46-29,4,45,SYI-behindAlisRidge,,81.70,5.58,Snow,06/07/20,,40,,,,9,6,7.5,,,,-4.30,-43.1,-8.7,-0.591458813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11652,,PS122-4_46-32,4,46,Met-City-Ridge,,81.64,4.48,Snow,07/07/20,12:27,41,0.4,,,24,20,22,Top,13.2,,-29.03,-225.0,7.3,0.668270845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,496,PS122_0496,PS122-4_46-107,4,46,RS5-A2,,81.48,2.20,Snow,10/07/20,,41,,,,47,44,45.5,,,,-31.00,-245.3,2.7,1.259520837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,489,PS122dO18_0489,PS122-4_46-112,4,46,optics-stern,,81.46,1.74,Snow,11/07/20,,41,,,,9,0,4.5,,,,-25.60,-200.9,3.9,-1.649038856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,497,PS122dO18_0497,PS122-4_47-22,4,46,ds-coring-FYI*,,81.43,0.32,Snow,13/07/20,,41,,,,5,2,3.5,,,,-2.80,-29.7,-7.3,0.628006232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11667,,PS122/4_47-23,4,47,RS5-A2,,81.39,0.25,Snow,14/07/20,7:30,42,-1.8,,,62,60,61,Top,15.2,,-25.60,-197.5,7.3,6.497166125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,522,PS122dO18_0522,PS122-4_48-40,4,48,ds-coring-FYI*,,80.78,-0.44,Snow,20/07/20,,43,,,,6,3,4.5,,,,-1.60,-16.5,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,549,PS122dO18_0549,PS122-4_48-47,4,48,optics-ECO,,80.51,-0.51,Snow,22/07/20,,43,,,,10,7,8.5,,,,-8.00,-62.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,557,PS122dO18_0557,PS122-4_48-142,4,48,Jaridge,,80.20,-0.58,Snow,24/07/20,,43,,,,7,3.5,5.25,,,,-0.40,-4.9,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,537,PS122_0537,PS122-4_48-177,4,48,RS5-A3,,79.80,-1.74,Snow,26/07/20,,43,,,,18,15,16.5,,,,-29.20,-219.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,542,PS122_0542,PS122-4_49-47,4,49,RS5-A4,,79.19,-2.59,Snow,29/07/20,,45,,,,26,23,24.5,,,,-30.30,-229.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11684,,PS122-5_59-204,5,59,SNOW5_ROV,,87.75,104.55,Snow,22/08/20,11:30,48,-0.3,,,5,2.5,3.75,Top,18.3,,-3.60,-28.8,0.0,,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,598,PS122dO18_0598,PS122-5_59-222,5,59,SNOW5_MET,,87.76,105.99,Snow,23/08/20,,48,,,,7,4,5.5,,,,-3.08,-24.19,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,604,PS122dO18_0604,PS122-5_59-250,5,59,SNOW5_RS,,87.77,105.55,Snow,24/08/20,,48,,,,10,7,8.5,,,,-17.54,-142.98,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,603,PS122dO18_0603,PS122-5_59-267,5,59,SNOW5_ROV,,87.78,104.77,Snow,25/08/20,,48,,,,11,8,9.5,,,,-17.09,-138.08,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,644,PS122dO18_0644,PS122-5_59-292,5,59,SNOW5_ALBK,,87.83,104.61,Snow,26/08/20,,48,,,,10,7,8.5,,,,-17.10,-135,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11682,,PS122-5_59-313,5,59,SNOW5_ROV,,87.95,107.49,Snow,27/08/20,8:30,49,0.3,,,5,2,3.5,Top,17.3,,-3.11,-24.1,0.8,,"top, $SNOW5_RS$, A-pit at RS site, with sampling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,577,PS122dO18_0577,PS122-5_59-352,5,59,SNOW5_ROV,,88.03,108.87,Snow,28/08/20,,49,,,,4,1,2.5,,,,-1.00,-12.5,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,599,PS122dO18_0599,PS122-5_61-97,5,61,SNOW5_MET,,88.73,112.88,Snow,09/09/20,,51,,,,9,6,7.5,,,,-18.49,-145.88,2.0,0.643937341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,585,PS122dO18_0585,PS122-5_61-236,5,61,SNOW5_ALBK,,88.86,97.54,Snow,13/09/20,,51,,,,7,4,5.5,,,,-18.70,-145.5,4.1,3.460013626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,580,PS122dO18_0580,PS122-5_62-10,5,62,SNOW5_CORING,,89.00,99.05,Snow,14/09/20,,52,,,,8,5,6.5,,,,-17.00,-132,4.0,9.231968907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,583,PS122dO18_0583,PS122-5_62-39,5,62,SNOW5_FLUX,,89.07,107.47,Snow,15/09/20,,52,,,,7,4,5.5,,,,-14.50,-113.8,2.2,3.191939945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,596,PS122dO18_0596,PS122-5_62-69,5,62,SNOW5_ROV,,89.09,108.64,Snow,16/09/20,,52,,,,6.5,3.5,5,,,,-15.47,-117.64,6.1,3.247024716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,690,PS122dO18_0690,PS122-5_62-69,5,62,SNOW5_ROV,,89.09,108.64,Snow,16/09/20,,52,,,,6.5,3,4.75,,,,-15.40,-118.6,4.6,3.247024716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,587,PS122dO18_0587,PS122-5_62-99,5,62,SNOW5_FLUX,,89.02,107.55,Snow,17/09/20,,52,,,,6.5,3.5,5,,,,-15.62,-117.05,7.9,2.986703385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,627,PS122dO18_0627,PS122-5_62-89,5,62,SNOW5_ALBK,,89.03,108.17,Snow,17/09/20,,52,,,,8,5,6.5,,,,-15.70,-116.8,8.8,2.986703385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,677,PS122dO18_0677,PS122-5_62-89,5,62,SNOW5_ALBK,,89.03,108.17,Snow,17/09/20,,52,,,,6.5,3.5,5,,,,-14.40,-117.4,-2.2,2.986703385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiASOM,M11693,,PS122-5_62-124,5,62,SNOW5_MET,,89.07,107.34,Snow,18/09/20,8:25,52,-8.7,,,3.5,0,1.75,Top,20.2,,-17.72,-135.8,5.9,-0.860388485,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,590,PS122dO18_0590,PS122-5_62-119,5,62,SNOW5_RADST_POND,,89.07,107.23,Snow,18/09/20,,52,,,,7,4,5.5,,,,-16.36,-120.23,10.7,-0.860388485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,633,PS122dO18_0633,PS122-5_62-124,5,62,SNOW5_MET,,89.07,107.34,Snow,18/09/20,,52,,,,6.5,3.5,5,,,,-16.80,-123.1,11.3,-0.860388485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,686,PS122dO18_0686,PS122-5_62-119,5,62,SNOW5_RADST_POND,,89.07,107.23,Snow,18/09/20,,52,,,,7,4,5.5,,,,-15.00,-116.9,3.1,-0.860388485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,705,PS122dO18_0705,PS122-5_62-124,5,62,SNOW5_MET,,89.07,107.34,Snow,18/09/20,,52,,,,6.5,4,5.25,,,,-16.10,-124.3,4.5,-0.860388485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,641,PS122dO18_0641,PS122-5_63-96,5,63,SNOW5_ICESTATION1,,86.01,59.43,Snow,24/09/20,,53,,,,7.5,4.5,6,,,,-13.60,-98.1,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,654,PS122dO18_0654,PS122-5_63-96,5,63,SNOW5_ICESTATION1,,86.01,59.43,Snow,24/09/20,,53,,,,7.5,5,6.25,,,,-11.90,-88,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,643,PS122dO18_0643,PS122-5_63-97,5,63,SNOW5_ICESTATION2,,86.03,35.54,Snow,26/09/20,,53,,,,12,9,10.5,,,,-12.60,-92.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLF,671,PS122dO18_0671,PS122-5_63-262,5,63,SNOW5_ICESTATION3,,81.73,1.63,Snow,30/09/20,,53,,,,7,4,5.5,,,,-18.60,-138.6,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
